  0.0000000e+000  6.3780000e+006  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+000  6.3780000e+006  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.0000000e+000  6.3780000e+006  0.0000000e+000  4.0000000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  3.0000000e+000  6.3780000e+006  0.0000000e+000  6.0000000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  4.0000000e+000  6.3780000e+006  0.0000000e+000  8.0000000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  5.0000000e+000  6.3780000e+006  0.0000000e+000  1.0000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  6.0000000e+000  6.3780000e+006  0.0000000e+000  1.2000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  7.0000000e+000  6.3780000e+006  0.0000000e+000  1.4000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  8.0000000e+000  6.3780000e+006  0.0000000e+000  1.6000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  9.0000000e+000  6.3780000e+006  0.0000000e+000  1.8000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e+001  6.3780000e+006  0.0000000e+000  2.0000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.1000000e+001  6.3780000e+006  0.0000000e+000  2.2000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.2000000e+001  6.3780000e+006  0.0000000e+000  2.4000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.3000000e+001  6.3780000e+006  0.0000000e+000  2.6000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.4000000e+001  6.3780000e+006  0.0000000e+000  2.8000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.5000000e+001  6.3780000e+006  0.0000000e+000  3.0000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.6000000e+001  6.3780000e+006  0.0000000e+000  3.2000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.7000000e+001  6.3780000e+006  0.0000000e+000  3.4000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.8000000e+001  6.3780000e+006  0.0000000e+000  3.6000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.9000000e+001  6.3780000e+006  0.0000000e+000  3.8000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.0000000e+001  6.3780000e+006  0.0000000e+000  4.0000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.1000000e+001  6.3780000e+006  0.0000000e+000  4.2000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.2000000e+001  6.3780000e+006  0.0000000e+000  4.4000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.3000000e+001  6.3780000e+006  0.0000000e+000  4.6000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.4000000e+001  6.3780000e+006  0.0000000e+000  4.8000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.5000000e+001  6.3780000e+006  0.0000000e+000  5.0000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.6000000e+001  6.3780000e+006  0.0000000e+000  5.2000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.7000000e+001  6.3780000e+006  0.0000000e+000  5.4000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.8000000e+001  6.3780000e+006  0.0000000e+000  5.6000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
  2.9000000e+001  6.3780000e+006  0.0000000e+000  5.8000000e+003  0.0000000e+000  0.0000000e+000  2.0000000e+002  0.0000000e+000  0.0000000e+000  0.0000000e+000
